 isgn, ialf, icor, ispin, iorbs2, Re[cd], Imag[cd]
  1   1   1   1   1     0.00000000000000000000000000000000   -0.22401103869998523210327334709291
  1   1   1   2   1     0.00000000000000000000000000000000   -0.22401103869998523210327334709291
  1   1   2   1   1     0.00000000000000000000000000000000   -0.49454649064470523889269770734245
  1   1   2   2   1     0.00000000000000000000000000000000   -0.49454649064470523889269770734245
  1   1   3   1   1     0.00000000000000000000000000000000   -1.82054008601342798279176804499002
  1   1   3   2   1     0.00000000000000000000000000000000   -1.82054008601342798279176804499002
  1   1   4   1   1     0.00000000000000000000000000000000    1.75139141974706102899972393061034
  1   1   4   2   1     0.00000000000000000000000000000000    1.75139141974706102899972393061034
  1   1   5   1   1     0.00000000000000000000000000000000    0.45882951741487287833365371625405
  1   1   5   2   1     0.00000000000000000000000000000000    0.45882951741487287833365371625405
  1   1   6   1   1     0.00000000000000000000000000000000    0.18558927333679298143920277652796
  1   1   6   2   1     0.00000000000000000000000000000000    0.18558927333679298143920277652796
  1   1   7   1   1     0.00000000000000000000000000000000    0.08051168090763649587415784480982
  1   1   7   2   1     0.00000000000000000000000000000000    0.08051168090763649587415784480982
  1   1   8   1   1     0.00000000000000000000000000000000    0.03564586022031113188290873949882
  1   1   8   2   1     0.00000000000000000000000000000000    0.03564586022031113188290873949882
  1   1   9   1   1     0.00000000000000000000000000000000    0.01628546534512675947325988090597
  1   1   9   2   1     0.00000000000000000000000000000000    0.01628546534512675947325988090597
  1   1  10   1   1     0.00000000000000000000000000000000    0.00755902298940203110078073223121
  1   1  10   2   1     0.00000000000000000000000000000000    0.00755902298940203110078073223121
  1   1  11   1   1     0.00000000000000000000000000000000    0.00328439615115580507698211931711
  1   1  11   2   1     0.00000000000000000000000000000000    0.00328439615115580507698211931711
  1   1  12   1   1     2.88521722653730705587804550305009    0.00000000000000000000000000000000
  1   1  12   2   1     2.88521722653730705587804550305009    0.00000000000000000000000000000000
  2   1   1   1   1     0.00000000000000000000000000000000   -0.22401103869998523210327334709291
  2   1   1   2   1     0.00000000000000000000000000000000   -0.22401103869998523210327334709291
  2   1   2   1   1     0.00000000000000000000000000000000   -0.49454649064470523889269770734245
  2   1   2   2   1     0.00000000000000000000000000000000   -0.49454649064470523889269770734245
  2   1   3   1   1     0.00000000000000000000000000000000   -1.82054008601342798279176804499002
  2   1   3   2   1     0.00000000000000000000000000000000   -1.82054008601342798279176804499002
  2   1   4   1   1     0.00000000000000000000000000000000    1.75139141974706102899972393061034
  2   1   4   2   1     0.00000000000000000000000000000000    1.75139141974706102899972393061034
  2   1   5   1   1     0.00000000000000000000000000000000    0.45882951741487287833365371625405
  2   1   5   2   1     0.00000000000000000000000000000000    0.45882951741487287833365371625405
  2   1   6   1   1     0.00000000000000000000000000000000    0.18558927333679298143920277652796
  2   1   6   2   1     0.00000000000000000000000000000000    0.18558927333679298143920277652796
  2   1   7   1   1     0.00000000000000000000000000000000    0.08051168090763649587415784480982
  2   1   7   2   1     0.00000000000000000000000000000000    0.08051168090763649587415784480982
  2   1   8   1   1     0.00000000000000000000000000000000    0.03564586022031113188290873949882
  2   1   8   2   1     0.00000000000000000000000000000000    0.03564586022031113188290873949882
  2   1   9   1   1     0.00000000000000000000000000000000    0.01628546534512675947325988090597
  2   1   9   2   1     0.00000000000000000000000000000000    0.01628546534512675947325988090597
  2   1  10   1   1     0.00000000000000000000000000000000    0.00755902298940203110078073223121
  2   1  10   2   1     0.00000000000000000000000000000000    0.00755902298940203110078073223121
  2   1  11   1   1     0.00000000000000000000000000000000    0.00328439615115580507698211931711
  2   1  11   2   1     0.00000000000000000000000000000000    0.00328439615115580507698211931711
  2   1  12   1   1     2.88521722653730705587804550305009    0.00000000000000000000000000000000
  2   1  12   2   1     2.88521722653730705587804550305009    0.00000000000000000000000000000000
