      0.8400   -0.182716E+001  -0.796777E+000  -0.262394E+001
      0.8500   -0.182717E+001  -0.796768E+000  -0.262394E+001
      0.8600   -0.182718E+001  -0.796760E+000  -0.262394E+001
      0.8700   -0.182719E+001  -0.796751E+000  -0.262394E+001
      0.8800   -0.182719E+001  -0.796743E+000  -0.262393E+001
      0.8900   -0.182720E+001  -0.796734E+000  -0.262393E+001
      0.9000   -0.182721E+001  -0.796726E+000  -0.262393E+001
      0.9100   -0.182721E+001  -0.796718E+000  -0.262393E+001
      0.9200   -0.182722E+001  -0.796710E+000  -0.262393E+001
      0.9300   -0.182723E+001  -0.796702E+000  -0.262393E+001
      0.9400   -0.182723E+001  -0.796694E+000  -0.262393E+001
      0.9500   -0.182724E+001  -0.796686E+000  -0.262393E+001
      0.9600   -0.182725E+001  -0.796678E+000  -0.262392E+001
      0.9700   -0.182725E+001  -0.796671E+000  -0.262392E+001
      0.9800   -0.182726E+001  -0.796663E+000  -0.262392E+001
      0.9900   -0.182726E+001  -0.796656E+000  -0.262392E+001
      1.0000   -0.182727E+001  -0.796649E+000  -0.262392E+001
