      0.4500    0.107921E-010   0.456736E+000   0.456736E+000   0.456736E+000   0.137021E+001   0.000000E+000   0.000000E+000
      0.4600    0.107878E-010   0.456737E+000   0.456737E+000   0.456737E+000   0.137021E+001   0.000000E+000   0.000000E+000
      0.4700    0.107835E-010   0.456738E+000   0.456738E+000   0.456738E+000   0.137021E+001   0.000000E+000   0.000000E+000
      0.4800    0.107792E-010   0.456739E+000   0.456739E+000   0.456739E+000   0.137022E+001   0.000000E+000   0.000000E+000
      0.4900    0.107749E-010   0.456739E+000   0.456739E+000   0.456739E+000   0.137022E+001   0.000000E+000   0.000000E+000
      0.5000    0.107707E-010   0.456740E+000   0.456740E+000   0.456740E+000   0.137022E+001   0.000000E+000   0.000000E+000
      0.5100    0.107664E-010   0.456742E+000   0.456742E+000   0.456742E+000   0.137022E+001   0.000000E+000   0.000000E+000
      0.5200    0.107621E-010   0.456743E+000   0.456743E+000   0.456743E+000   0.137023E+001   0.000000E+000   0.000000E+000
      0.5300    0.107579E-010   0.456744E+000   0.456744E+000   0.456744E+000   0.137023E+001   0.000000E+000   0.000000E+000
      0.5400    0.107536E-010   0.456745E+000   0.456745E+000   0.456745E+000   0.137024E+001   0.000000E+000   0.000000E+000
      0.5500    0.107494E-010   0.456746E+000   0.456746E+000   0.456746E+000   0.137024E+001   0.000000E+000   0.000000E+000
      0.5600    0.107451E-010   0.456748E+000   0.456748E+000   0.456748E+000   0.137024E+001   0.000000E+000   0.000000E+000
      0.5700    0.107409E-010   0.456749E+000   0.456749E+000   0.456749E+000   0.137025E+001   0.000000E+000   0.000000E+000
      0.5800    0.107367E-010   0.456750E+000   0.456750E+000   0.456750E+000   0.137025E+001   0.000000E+000   0.000000E+000
      0.5900    0.107325E-010   0.456752E+000   0.456752E+000   0.456752E+000   0.137026E+001   0.000000E+000   0.000000E+000
      0.6000    0.107283E-010   0.456753E+000   0.456753E+000   0.456753E+000   0.137026E+001   0.000000E+000   0.000000E+000
      0.6100    0.107240E-010   0.456755E+000   0.456755E+000   0.456755E+000   0.137026E+001   0.000000E+000   0.000000E+000
      0.6200    0.107198E-010   0.456756E+000   0.456756E+000   0.456756E+000   0.137027E+001   0.000000E+000   0.000000E+000
      0.6300    0.107156E-010   0.456758E+000   0.456758E+000   0.456758E+000   0.137027E+001   0.000000E+000   0.000000E+000
      0.6400    0.107114E-010   0.456759E+000   0.456759E+000   0.456759E+000   0.137028E+001   0.000000E+000   0.000000E+000
      0.6500    0.107072E-010   0.456761E+000   0.456761E+000   0.456761E+000   0.137028E+001   0.000000E+000   0.000000E+000
      0.6600    0.107030E-010   0.456762E+000   0.456762E+000   0.456762E+000   0.137029E+001   0.000000E+000   0.000000E+000
      0.6700    0.106988E-010   0.456764E+000   0.456764E+000   0.456764E+000   0.137029E+001   0.000000E+000   0.000000E+000
      0.6800    0.106946E-010   0.456766E+000   0.456766E+000   0.456766E+000   0.137030E+001   0.000000E+000   0.000000E+000
      0.6900    0.106904E-010   0.456767E+000   0.456767E+000   0.456767E+000   0.137030E+001   0.000000E+000   0.000000E+000
      0.7000    0.106862E-010   0.456769E+000   0.456769E+000   0.456769E+000   0.137031E+001   0.000000E+000   0.000000E+000
      0.7100    0.106820E-010   0.456771E+000   0.456771E+000   0.456771E+000   0.137031E+001   0.000000E+000   0.000000E+000
