      0.0000    0.858891E-003   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.858891E-003   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207731E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207731E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.812576E-011   0.000000E+000   0.000000E+000   0.207731E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.207731E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.858891E-003   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207051E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.858891E-003   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.231787E-018   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000  -0.598768E-017   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
      0.5000    0.870428E-003   0.000000E+000   0.207598E-001   0.000000E+000   0.000000E+000   0.207598E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.870428E-003   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207598E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207610E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207610E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
  0.000000E+000   0.000000E+000   0.000000E+000   0.207598E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.207598E-001   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.720259E-011   0.000000E+000   0.000000E+000   0.207610E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000   0.000000E+000
